num	period	title	date	body
434	endemic	갱년기 우울증 치료 문의합니다. (시흥...	2023.10.18.	어머니가 갱년기 우울증 진단을 받으셨습니다.. 그래도 다행히 알아보니 갱년기 우울증이. 치료가 가능하고 어머니도 치료 의지가 있으십니다.. 갱년기 우울증을 어떻게 치료하면 좋을까요?
435	endemic	우울증 진단코드 있을 시 3대 질병보험...	2023.10.18.	"""우울증 진단 코드 있고 5년 이내 투약일수 30일 이상에 해당합니다.. . 3대질병보험에 가입하고 싶은데 가입 가능한가요?. 암, 뇌졸증, 급성심근경색, 상해 질병 후유장애, 일상생활배상책임 다 가입할 수 있나요?"""
436	endemic	"""우울증,친구에게 말하는 게 맞을까요?"""	2023.10.19.	"""안녕하세요 저는 15살 여학생입니다. 저는 15살이 된 후 초기에 가정환경으로 인해 우울증을 진단받았습니다.약도 먹고 있습니다. 수련회날 저는 친한 친구들과 방이 되어 기뻤습니다. 제가 깜박하고 약을 안먹어서 다급하게 약을 먹으러 나가니. 정신과 약 먹니??라며 장난 쳤습니다,저는 당연히 다른 약이라고 했구요. 근데 제가 밤에 되면 감정기복이 심해지는 데 친구가 이런 행동을 보고 몽유병,장애년 이라고 놀렸습니다. 저는 기분 나쁘니까 그만 하라고 얘기 했습니다. 친구들이 저를 만만하게 보는 지 수용하지 않고 저를 무리내에서 놀림감이 되게 했습니다.저는 이 점에서 너무 기분이 안좋고 이런 불안장애가 있는 입장으로 너무 싫다고 말하고 싶은데 부모님은 절대 친구에게 말하지 말라고 하십니다.. 어떻게 해야 친구들이 사과를 하고 제 기분이 풀릴까요?"""
437	endemic	중증우울증 약물 복용	2023.10.19.	"""3년째 정신과를 다니면서 중증 우울에피소드를 진단받고 이약들을 먹고 있고, 약을 안 먹으면 사회생활이 불가능 할 정도로 증상이 심한데 이 약들은 쎈약인가요?"""
438	endemic	"""결벽증, 우울증 의심 치료&진단"""	2023.10.20.	"""현재 결벽증이 있는데요... 우울증도 있는것 같아서 병원가서 진단 받아보고 싶거든요.. . 우울증이 아니라 무기력증 같기도 한데 일단 평소에 방에만 틀어박혀 있구요. 새벽에 자는게 일상이라 오전 5~6시정도에 주로 잡니다. 평일은 아니지만요. 그리고 무기력해서 방도 난장판인데 결벽증이 한수 더해서 바닥에서 잡니다.. 안씻었을때에요... . 그래서 부모님이 여러모로 말씀 많이 하시는데 제가 결벽증이란거 그렇게 말해도 안믿더니 심리상담 가서 약까지 받고서야 좀 심각성을 느끼신거 같습니다. 근데 점점 갈수록 그냥 습관이다 너가 알아서 고칠수 있다, 정신병자냐 너 우울증 아니다, 우리가 더 심하다, 너 때문에 일찍 죽겠다란 말만하시고 병원에 데려가질 않으시거든요?..ㅎㅎ... . 그렇다고 이거 방치하면 진짜 후에 죽을것 같아서 어떻게든 아득바득 고치려곤 합니다. 그래도 이게 잘고쳐지지가 않잖아용.. 15살 혼자서 심리상담하러 가도 되나요? 간다면 돈이 얼마나 드나요?"""
439	endemic	소아 우울증도 치료가 잘 되는 편인가요?...	2023.10.20.	아이가 어느 날부터 무기력하고 불안한 모습을 보여서. 걱정되는 마음에 검사를 했는데 우울증 진단을 받았습니다.. 치료는 가능하다고 하는데 치료가 잘 되는 편인가요?. 그리고 소아 우울증의 경우 어떻게 치료하는 게 좋은가요?
440	endemic	(50대후반) 우울증이라고 진단받았지만...	2023.10.20.	"""조울증인지 우울증인지 모르게 너무 짜증나네요 저희 아빠가 50대후반이신데, 엄마는 조울증 같다고 하시는데 우울증진단을 받았다는데 병원도 잘모르는것 같아요.. 가족들이 볼때는 아무리봐도 우울증 증상이랑은 전혀 다른 증상같은데, 갑자기 화내고, 별것도 아닌 일에 트집잡고, 추욱처져계시다가, 웃다가, 화내고, 멍때리고, (원래 운전도 되게 빨리하시는편인데)요즘에는 심장도 쪼그라드셨다고 하시네요..) 이 증상을 반복하는데 이 전체적인 행동도 우울증 증상에도 해당되나요?? 또 다시 괜찮으시다가 그냥 반복적인것같아서요.. 자신감도 줄어들었다고 하시는데... . 내공 40 드려요ㅠㅠ 진짜 간절히 완쾌하셨으면 하는 바람이니깐, 도움 안되는 댓글이 차단)할게요!!. . 전주에 병원 진짜 잘보는 곳있으면 알려주세요ㅠ"""
441	endemic	중2 여학생 이거 우울증인가요? (좀 긴데...	2023.10.20.	"""아침마다 무기력하고 잠도 많아졌어요 초6 때는 2시간만 자도 학교 거뜬히 갔는데 요즘은 6시간 자는데도 진심 못 일어나겠어요 또 학교 가고 싶은 의지가 없어서 무단결석만 몇십일째라 유급까지 6일정도밖에 안 남았고요.. 제가 좋아하는 유튜브나 드라마 같은 걸 봐도 심심하고 흥미 없단 생각이 안 지워져요 아주 가아끔은 이유 없이 눈물이 흐르기도 해요 엄마랑 얘기하다가 갑자기 눈물이 흘렀는데 그 때부터 너무 슬퍼져서 2시간 동안 계속 울었던 기억도 있어요 학교에서 친한 친구나 재밌는 애들이랑 얘기를 해도 마음 한 켠에서 작게 있는 외롭다는 느낌이 안 지워져요 친한 애들이랑 연락하는 것도 귀찮고, 재밌어서 막 웃다가 갑자기 공허해져서 웃음기 사라지고 그래요 저도 제 자신이 무섭.. 머리카락이 진짜 너무 많이 빠지고(욕조에서 머리 감으면 하수구가 몇 번이나 머리카락으로 꽉 막혀서 물이 안 내려가요) 자존감도 많이 낮아졌어요 몇 달 전엔 학교 빠지고 옥상 올라가서 내가 죽으면 어떻게 될지 생각한 적도 있어요 그리고 왜인진 모르겠는데 가족들과 있을 땐 진짜 평소보다 훨씬 더 예민해지고 짜증이 나요 가족들이 아무것도 안 해도 그냥 싫고 집에 혼자 있고 싶단 생각이 쉴 틈 없이 나요 특히 엄마랑 있을 때. 부모님한테 힌들다고 얘기하면 그냥 사춘기라고 하시고 그게 뭐가 벼슬이어서 자기가 그런 걸 이해해줘야 하냐고 하시네요 우울증 테스트 받아보고 싶어서 병원 가고 싶은데 다 이렇게 살고 내가 유난 떠는 걸까봐 막상 가진 못 하고 온라인 테스트 같은 거 해 보면 다 심각수준으로 나와요 방금도 삼성서울병원 우울증 테스트 했는데 우울증 정도 심해서 센터 방문하라는 결과가 나왔네욤.. 학교 안 가는 것 때문에 청소년상담센터도 다녔었어요 상담할 때 분명 슬퍼하지도 않고 우울한 기색 안 보이고 괜찮다고 생각했던 것들이라 괜찮다고 얘기한 거 밖에 없는데 심리선생님은 제가 우울해보인다고, 전혀 안 괜찮은 걸 괜찮다고 스스로 세뇌시키는 것 같다고, 남들이 다 저정도로 힘들어봤을 거라는 건 제 착각이라고 하셨어요 왜인지는 잘 모르겠지만 그 말 듣고 계속 눈물이 흐르더라고요 병원 가서 진단 받는 게 제일 좋은 방법인 거 알지만 제가 정말 사소한 거에도 잘 웃고 잘 어울리는 성격이고 아무리 슬프거나 우울해도 방 정리나 주변 정리는 잘 하는 편이라 우울증이라기엔 그냥 유난떠는 걸 수도 있어서 여기에 물어봐요"""
442	endemic	직장 스트레스/우울증으로 인한 실업급여...	2023.10.22.	"""오래다닌 전임자들 연속 퇴사로 연차대비 과한 업무를 받아 7-8개월째 해오고 있습니다. 입사한지는 1년 반 정도 되어갑니다.. . 원래도 힘든 조직이라 많은 사람이 퇴사했었고, 저 역시 다른 팀으로 팀장에게 변경 요청했다가 거절당했었어요.. 일이 산발적이고 많아지니까 잔실수가 많아지고 있습니다. 이 실수에 대해 비즈니스 매너가 없다는 등 구두로 혼내고. 팀 전체메일로 제 잘못을 파헤쳐서 드러내고. 아예 팀원들에게 제 잘못을 커버하지 말라는 얘기까지 하더라구요..사람 망친다고.. . 얼마전에는 대놓고 회의에서 저를 저격하는 말을 하기도 했습니다. 업무가 제 능력보다 너무 어려워 조정을 요청했구요... . 일 한창 많을때 우울하고 힘든 정도였는데. 최근 두달은 가슴 두근거림, 직장내 눈치, 일주에 두세번은 눈물을 흘리고, 답답한 지하철 같은 곳에서는 일주일에 한 번 정도는 시야가 깜깜해지고 가슴이 죄여와서 10분 정도 쉬어야 하는 증상을 자주 경험하고 있어요.. . 원래 생리전증후군 완화를 위해 정신과에 다니고 있었지만 이 회사에 들어오고 나서 스트레스가 / 우울증세가 너무 심해진터라 선생님도 다른 곳에 가는 것이 좋아보인다고 말씀하실 정도입니다.. . 한달전에 지금보다 상태가 나을 때 진단서를 문의하니까 한달정도 진단서 끊어줄 수 있다고 하는데 아마 지금 상태라면 두세달도 나올것 같습니다.. . 이 회사에서 조금 더 버티고 싶었고 저도 잘 참는 편이라 더 참아보려 했지만 심신이 피폐해진 상태에서 일을 하기 너무 힘이 듭니다. 휴직을 요청하고 싶지만 무섭고 사실 팀장이 너무 무서워서 퇴직 면담도 무서울 정도입니다. 저는 직장내 괴롭힘까지는 고려하지도 않아요 무섭거든요.. . 담주 월요일에 퇴직면담을 하며 질병으로 인해 퇴사를 한다고 말하고 싶은데 실업급여를 위해서는 휴직을 요청했지만 어렵다는 증명도 있어야 하더라구요.. 면담할때 휴직을 요청하는게 맞는지, 질병으로 인한 자진퇴사를 말하는게 맞는지 도움 요청드립니다."""
443	endemic	안녕하세요 우울증이 의심되는 10대입니다	2023.10.24.	안녕하세요 저는 최근에 스트레스와 부정적인 생각들이 들어서 정확하지는 않지만 스트레스 상태와 우울증 자가진단을 해보았습니다. 일단 결과는 모두 평균보딘 상태가 안좋고 전문가와의 상담이 필요 하다고했습니다.... 이 사실을 가족들에게 말해야할까요? 아니면 마음속에 담아 두어야할까요....
444	endemic	갱년기우울증 초기 자가진단 .......	2023.10.24.	엄마가 아무래도 갱년기우울증 같습니다 초기인듯한데 자가진단 해볼수있는게 있을까요 . 제가 보기엔 온라인에 나와있는 갱년기우울증 초기랑 비슷하거든요 . 병원을 가보면 좋겠지만 엄마가 죽어도 싫다고 하니 온라인에서 우울증 자가진단이라도 해보려고 . 합니다 엄마가 표현하시길를 마음은 너무 우울한데 눈물이 날 거 같으면서 눈물도 안 나고 너무 . 답답하고 무기력하고 가슴두근거림도 심하구요 잠도 잘안오신데요 . 저랑산책도 했는데도 기분이 좋긴 커녕 지친다고 하십니다 . 갱년기우울증 초기 자가진단 방법과 맞다면 극복하려면 꼭 병원가는것 밖에 방법이 없을까요 ?? . 갱년기우울증 극복하는데 화순건강마을에서 만든 식품을 먹고 도움이되셧다는 글을 봤습니다 . 여기도 상담이랑 무료라길래 받아보려고 합니다 . 저희엄마 옆에서 제가 뭐라도 해드리고 싶은데 쉽지않네요 . 잠도 잘 못주무시고 갱년기우울증 초기 극복하려면 뭐가 도움될지 정보 좀 주세요 
445	endemic	우울증 심장조임 공황	2023.10.25.	"""몇 년 전에 중2 때 서울에서 멀리 지방까지 전학가게 되어서 적응 못하고 꽤 힘들었었는데 늘 불면증과 이틀에 한 두번 정도씩 심장이 부정맥처럼? 이상한 박동으로 곧 죽을 것마냥 펄떡펄떡 뛰고 한 1분 안에 괜찮아졌었어요 몇 개월 그러니까 너무 익숙해져서 다들 이러고 사는 건가 싶었는데 심장내과 가니까 심리적인 것 같다고 정신과 가보라고 하셔서 가벼운 우울증 진단받고 아예 원인을 해결한 뒤로는 그런 일이 없는데요,, 그 때 저는 약간 공황장애도 좀 있었던 걸까요?"""
446	endemic	안녕하세요 우울증이 의심되는 10대입니다	2023.10.25.	안녕하세요 저는 최근에 스트레스와 부정적인 생각들이 들어서 정확하지는 않지만 스트레스 상태와 우울증 자가진단을 해보았습니다. 일단 결과는 모두 평균보딘 상태가 안좋고 전문가와의 상담이 필요 하다고했습니다.... 이 사실을 가족들에게 말해야할까요? 아니면 마음속에 담아 두어야할까요....
447	endemic	갱년기우울증 초기 자가진단 .......	2023.10.25.	엄마가 아무래도 갱년기우울증 같습니다 초기인듯한데 자가진단 해볼수있는게 있을까요 . 제가 보기엔 온라인에 나와있는 갱년기우울증 초기랑 비슷하거든요 . 병원을 가보면 좋겠지만 엄마가 죽어도 싫다고 하니 온라인에서 우울증 자가진단이라도 해보려고 . 합니다 엄마가 표현하시길를 마음은 너무 우울한데 눈물이 날 거 같으면서 눈물도 안 나고 너무 . 답답하고 무기력하고 가슴두근거림도 심하구요 잠도 잘안오신데요 . 저랑산책도 했는데도 기분이 좋긴 커녕 지친다고 하십니다 . 갱년기우울증 초기 자가진단 방법과 맞다면 극복하려면 꼭 병원가는것 밖에 방법이 없을까요 ?? . 갱년기우울증 극복하는데 화순건강마을에서 만든 식품을 먹고 도움이되셧다는 글을 봤습니다 . 여기도 상담이랑 무료라길래 받아보려고 합니다 . 저희엄마 옆에서 제가 뭐라도 해드리고 싶은데 쉽지않네요 . 잠도 잘 못주무시고 갱년기우울증 초기 극복하려면 뭐가 도움될지 정보 좀 주세요 
448	endemic	학폭위 우울증 진단서	2023.10.26.	곧 학폭위를 진행하게되는데 제가 아직 나이도 어려서 고등학교 갈때 안좋을거같은데 학폭위때 우울증 진단서 제출하면 쫌 된다길래 제출할려하는데 “모바일” 우울증 진단서가 있을까요? 있다면 링크첨부 부탁드립니다. . 만약 링크를 줄시 내공 : 400
449	endemic	우울증 맞는지	2023.10.26.	"""유튭 보다가 재밌어서 웃으면 갑자기 우울해져서 눈물 나오고, 공부하다가 갑자기 눈물 나오고 요새 그냥 얼굴에 표정이 없이 계속 동태눈인데 이거 우울증 심한 건가요?. 네이버 우울증 자가진단 정도는 해봣는데 우울증 심각수준이 나오긴햇거든요 근데 신빙성이 있는 건 아니니까 그냥 냅둿거든요 주기적으로 이러긴하는데 요새 또 이러네요. 정신과에서 약처방 받으면 괜찮아질까요?. 비용은 얼마나 할까요?"""
450	endemic	갱년기우울증 초기 자가진단 .......	2023.10.26.	엄마가 아무래도 갱년기우울증 같습니다 초기인듯한데 자가진단 해볼수있는게 있을까요 . 제가 보기엔 온라인에 나와있는 갱년기우울증 초기랑 비슷하거든요 . 병원을 가보면 좋겠지만 엄마가 죽어도 싫다고 하니 온라인에서 우울증 자가진단이라도 해보려고 . 합니다 엄마가 표현하시길를 마음은 너무 우울한데 눈물이 날 거 같으면서 눈물도 안 나고 너무 . 답답하고 무기력하고 가슴두근거림도 심하구요 잠도 잘안오신데요 . 저랑산책도 했는데도 기분이 좋긴 커녕 지친다고 하십니다 . 갱년기우울증 초기 자가진단 방법과 맞다면 극복하려면 꼭 병원가는것 밖에 방법이 없을까요 ?? . 갱년기우울증 극복하는데 화순건강마을에서 만든 식품을 먹고 도움이되셧다는 글을 봤습니다 . 여기도 상담이랑 무료라길래 받아보려고 합니다 . 저희엄마 옆에서 제가 뭐라도 해드리고 싶은데 쉽지않네요 . 잠도 잘 못주무시고 갱년기우울증 초기 극복하려면 뭐가 도움될지 정보 좀 주세요 
451	endemic	뒤로 우울증이 점점 심해지네요 ㅜㅜ...	2023.10.27.	안녕하세요. 30대 남성 회사원입니다.. . 2020년에 처음 공황발작을 경험했습니다. 그 때 호흡이 불편해지고 심장이 심하게 두근거리고 불안해서 응급실을 가게 되었습니다. 그 뒤로 2번 정도 공황발작이 약하게 있었지만 따로 치료를 받지 않고서 저절로 괜찮아졌습니다.. . 올해 1월에 직장에서 큰 프로젝트를 맡으면서 심한 스트레스를 받았는데 그 뒤에 다시 예전과 같은 공황발작이 생겼습니다. 정신과에서 공황장애로 진단을 받고 현재 약을 복용하고 있습니다. 공황발작 증상은 조금 완화된 듯 한데 문제는 우울증이 생긴 것 같습니다.. . 예기불안도 여전하고 점차 우울해지고 무기력해지는 것이 병이 나아지는 거이 아니라 더 심해지는 것 같아서 걱정이 됩니다.
452	endemic	우울증 맞는지	2023.10.27.	"""유튭 보다가 재밌어서 웃으면 갑자기 우울해져서 눈물 나오고, 공부하다가 갑자기 눈물 나오고 요새 그냥 얼굴에 표정이 없이 계속 동태눈인데 이거 우울증 심한 건가요?. 네이버 우울증 자가진단 정도는 해봣는데 우울증 심각수준이 나오긴햇거든요 근데 신빙성이 있는 건 아니니까 그냥 냅둿거든요 주기적으로 이러긴하는데 요새 또 이러네요. 정신과에서 약처방 받으면 괜찮아질까요?. 비용은 얼마나 할까요?"""
453	endemic	남자친구가 우울증	2023.10.28.	"""더 정확히는 (전)남자친구인데요, 헤어지고 하루 뒤에 연락이 왔는데 우울증 진단을 받았대요. 만날때도 살짝은 예상했었는데 이렇게 심한 우울증일줄은 몰랐습니다. 그렇게 얘기를 좀 하다가 헤어지는걸로 이야기가 됐는데 다시 연락이와서 계속 만나고 싶다고 하더군요. 자기한테 내가 희망같은 존재라고 곁에 있고 싶다고 이런 내용으로요ㅜㅜ. 일단 거절하긴 했는데 지금 헤어지는게 서로에게 좋은게 맞겠죠? 제가 너무 차갑게 거절해서 남자친구를 더 힘들게 한걸까봐 마음이 너무 안좋습니다.. 그런데 사실 저도 남자친구 만나면서 이런저런 상처도 많이받고 헤어졌다가 다시 만나기도 많이 했는데요... 지금 어떻게 해야할지 모르겠습니다ㅜㅜ. . 제가 감당하고 다시 만나도 되는걸까요? 근데 다시 만나는게 남자친구에게도 좋은걸까요? 만나다가 다시 헤어지면 다시 우울증이 심하게 오고.. 이럴까봐 걱정됩니다. 지금 헤어지는게 모두에게 좋은 것인지.. 아니면 힘들더라도 다시 만나는게 좋을지.. 긴 글이지만 답변 부탁드립니다ㅜㅜ"""
454	endemic	우울증인데 시험 준비	2023.10.28.	안녕하세요. . 우울증으로 진단 받은지 6개월 정도 되었는데. . 약먹고 있습니다.. . 다름이 아니라 공무원 시험 준비중인데. . 우울증으로 인해서 그런지 감정기복이 심하고. . 취업 해야한다는 압박때문인지 오히려 더 무기력해지는. . 경향이 있는데 이 상태에서 시험 준비 하는 것이. . 맞나 자꾸 의문이 들고 힘드네요. . 우울증 치료에 전념하고 괜찮아지면. . 그때 도전하는 게 맞는지 아니면. . 그냥 힘들어도 부딪히면서 긍정적으로 생각하면서. . 해내가는 게 맞는지. . 정신건강에 어느쪽에 좋을지 모르겠네요. . 조언 부탁드립니다
455	endemic	행복한 순간이 있어도 우울증일까요	2023.10.29.	"""안녕하세요. 예고 입시를 막 끝낸 중 3입니다.. 음... 어디서부터 설명해야될지 모르겠네요. 그냥 막 말하자면. . 1. 입시할 때 정말 힘들었어요. 연습도 안되고 안하고 그거때문에 자책하고 그럼 자책하느라 시간낭비했다고 또 자책하고... 그럼 또 연습이 안되고 그래서 진짜 너무 힘들었어요. 이정도면 정신과던 상담이던 받아야된다고 생각할 정도로요.. . 2. 그런데 가지 못한 이유는, 행복했었거든요. 루틴이 <집-학교-바로10시까지 학원-집> 이거였는데, 집하고 학원에서는 죽을만큼 힘들었지만 학교에서 친구들 만나면 되게 잘 웃고, 되게 활발했거든요. 제가 평소에 워낙 밝은 성격이기도 하고... 아마 친구들한테 저 우울하다고 말하면 아무도 안 믿을 거에요.. . 3. 그래도 '이렇게나 힘든건 정상이 아니다'라는 판단이 들어서 입시 끝나고 여전히 힘들면 상담이라도 받아보자라고 생각했어요. 근데 막상 입시가 끝나니까... 제가 생각한 입시 끝나는 날의 제 모습은 막 펑펑 울고 나 엄청 힘들었다고 털어놓으면서 상담 받아보고 싶다는 말을 하는거였는데, 너무 예상과 다르더라고요. 그냥 다운됐다가 울지도 않고 심지어 웃고 떠들기까지 하고.. . 4. 그래서 어쩌면 괜찮아진건가 싶었는데, 너무 공허해요. 낮에는 친구들이랑 가족들이랑 놀고 떠들고 웃기까지 하는데, 뭔가 그 때도 묘하게 계속 공허해요. 그리고 밤이 되면 훨씬 더 공허하고, 막 울고 싶고, 인생이 너무 싫고. 막 좋아하는 연예인의 굿즈를 사고 핸드폰을 계속 봐도 공허하고. 진짜 아무것도 하기싫고... 그냥 늦게까지 계속 잠들어있으면 좋겠는데 그러면 깨어났을 때 너무 시간을 낭비했다고 현타올거 같아요. 아무도 안 만나고 혼자 있고 싶은데 혼자서도 뭘 해야할지 모르겠고.. . 5. 근데 우울증이라기엔 너무 잘 웃고 행복하잖아요 낮에는. 이런것도 우울증이라 할 수 있을까요? 고작 저 따위가 그런 진단을 받아도 되나요? 그럼 만약 우울증이라면 주변인들한테 제가 우울하다는걸 어떻게 증명해야하죠...? 저 진짜 어떡해요"""
456	endemic	서울 청소년 우울증 진단해주는...	2023.10.29.	온라인상에서 우울증이 병원가야 할 정도라 나와서 찾아가보고 싶은데 서울에 청소년 우울증 진단해주는 병원이 있나요..?부모님껜 비밀로 하고 싶어서 혼자 가려는데 보호자 없이 가도 되나요..?
457	endemic	Gp에서 우울증에 걸렸는데 어떡하면...	2023.10.29.	"""강원도 gp에서 복무중인 병사입니다.. 민간병원에서 우울증 및 적응장애, 강박 등을 진단받았는데. 어떻게 치료를 하면좋을지, 부대는 옮기는게 좋을지 고민입니다.. . 저는 신교대 수료후 gp에 차출되어 복무하게 되었는데,. Gp부대 특성상 실탄을 자주 다루기에 군기가 타부대에 비해. 심하게 잡혀있는편이고, 근무또한 고도의 집중력과 체력을 요구하는경우가 많았습니다.. 제가 다른 동기들에 비해 이런 환경속에서 잘 적응하지 못했고 그 과정에서 근무중 실수로 자주 혼이 나거나(길게는 몇시간씩) 선임들과 트러블이 생겨 부대에서 저에 대한 인식이 안좋아지는경우가 많았습니다.. 폐쇄적인 환경에서 이러한 매일이 반복되다보니 극단적인 생각을 하거나 갈수록 실수가 늘어 이 때문에 부대에서 저에 대한 인식은 최악인 상황입니다.. . 몇번 간부님들과 상담하며 전출의사를 밝혔지만 계속 저를 설득하셨고 결국 아직까지 gp부대에서 복무하고 있습니다.. . 그러던 중 첫 휴가때 정신과에서 검사를 받아보니 우울증,. 강박증, 적응장애를 진단받았고 우울증의 경우 6개월 이상의 약물치료가 필요하다고 말씀하셨습니다.. . Gp부대 특성상 6개월 이상약물치료를 받는것은 힘들고,. 그렇다고 치료없이 군생활을 버티자니 우울증이 더 심해질까봐 솔직히 무섭습니다.. 치료를 위해 전출을 가더라도 전출까지의 대기시간(몇주)동안 부대내에 퍼질 소문과 손가락질이 두렵습니다.. . 이러한 상황에서 어떻게하는게 좋을까요...?"""
458	endemic	우울증 문제로 인한 군대입대	2023.10.30.	안녕하세요 21살 말부터 우울증 처음으로 걸려 힘든세월을 보내다가 22살 봄때 괜찮아졌거든요 그러다가 22살 가을때부터 다시 우울증이 재발했었는데 23살인 지금은 다시 완쾌까진 아니지만 어느정도 괜찮아진 상태입니다. 그래서 우울증약 6개월 이상 복용한 진단서와 심리검사? 서류도 같이 병무청에 재신검을 신청하면서 제출했더니 3급판정을 받았습니다 .. 재신검은 6개월마다 할수 있잖아요. 이렇게 재신검만 받다가 시간만 지체될거 같고 낭비하는거 같습니다 그래서 내년에 복학을 할 생각인데 1년만 다니면 졸업이거든요 근데 군대문제가 아직 해결이 안되었으니 발걸음이 무거운거 같습니다 군대 입대를 하면 우울증이 다시 재발하는게 아닐지 그럼 또 퇴출당하지 않나요 ? 그러면 또 시간낭비만 아닌가 생각이듭니다 대학교문제 군대문제 어떡해야 할까요. 주위는 다 복학전에 군대부터 다녀와라 하는데 우울증이라는 이 줫같은 놈때문에 쉽게 선택도 못내리겠습니다
459	endemic	행복한 순간이 있어도 우울증일까요	2023.10.30.	"""안녕하세요. 예고 입시를 막 끝낸 중 3입니다.. 음... 어디서부터 설명해야될지 모르겠네요. 그냥 막 말하자면. . 1. 입시할 때 정말 힘들었어요. 연습도 안되고 안하고 그거때문에 자책하고 그럼 자책하느라 시간낭비했다고 또 자책하고... 그럼 또 연습이 안되고 그래서 진짜 너무 힘들었어요. 이정도면 정신과던 상담이던 받아야된다고 생각할 정도로요.. . 2. 그런데 가지 못한 이유는, 행복했었거든요. 루틴이 <집-학교-바로10시까지 학원-집> 이거였는데, 집하고 학원에서는 죽을만큼 힘들었지만 학교에서 친구들 만나면 되게 잘 웃고, 되게 활발했거든요. 제가 평소에 워낙 밝은 성격이기도 하고... 아마 친구들한테 저 우울하다고 말하면 아무도 안 믿을 거에요.. . 3. 그래도 '이렇게나 힘든건 정상이 아니다'라는 판단이 들어서 입시 끝나고 여전히 힘들면 상담이라도 받아보자라고 생각했어요. 근데 막상 입시가 끝나니까... 제가 생각한 입시 끝나는 날의 제 모습은 막 펑펑 울고 나 엄청 힘들었다고 털어놓으면서 상담 받아보고 싶다는 말을 하는거였는데, 너무 예상과 다르더라고요. 그냥 다운됐다가 울지도 않고 심지어 웃고 떠들기까지 하고.. . 4. 그래서 어쩌면 괜찮아진건가 싶었는데, 너무 공허해요. 낮에는 친구들이랑 가족들이랑 놀고 떠들고 웃기까지 하는데, 뭔가 그 때도 묘하게 계속 공허해요. 그리고 밤이 되면 훨씬 더 공허하고, 막 울고 싶고, 인생이 너무 싫고. 막 좋아하는 연예인의 굿즈를 사고 핸드폰을 계속 봐도 공허하고. 진짜 아무것도 하기싫고... 그냥 늦게까지 계속 잠들어있으면 좋겠는데 그러면 깨어났을 때 너무 시간을 낭비했다고 현타올거 같아요. 아무도 안 만나고 혼자 있고 싶은데 혼자서도 뭘 해야할지 모르겠고.. . 5. 근데 우울증이라기엔 너무 잘 웃고 행복하잖아요 낮에는. 이런것도 우울증이라 할 수 있을까요? 고작 저 따위가 그런 진단을 받아도 되나요? 그럼 만약 우울증이라면 주변인들한테 제가 우울하다는걸 어떻게 증명해야하죠...? 저 진짜 어떡해요"""
460	endemic	Gp에서 우울증에 걸렸는데 어떡하면...	2023.10.30.	"""강원도 gp에서 복무중인 병사입니다.. 민간병원에서 우울증 및 적응장애, 강박 등을 진단받았는데. 어떻게 치료를 하면좋을지, 부대는 옮기는게 좋을지 고민입니다.. . 저는 신교대 수료후 gp에 차출되어 복무하게 되었는데,. Gp부대 특성상 실탄을 자주 다루기에 군기가 타부대에 비해. 심하게 잡혀있는편이고, 근무또한 고도의 집중력과 체력을 요구하는경우가 많았습니다.. 제가 다른 동기들에 비해 이런 환경속에서 잘 적응하지 못했고 그 과정에서 근무중 실수로 자주 혼이 나거나(길게는 몇시간씩) 선임들과 트러블이 생겨 부대에서 저에 대한 인식이 안좋아지는경우가 많았습니다.. 폐쇄적인 환경에서 이러한 매일이 반복되다보니 극단적인 생각을 하거나 갈수록 실수가 늘어 이 때문에 부대에서 저에 대한 인식은 최악인 상황입니다.. . 몇번 간부님들과 상담하며 전출의사를 밝혔지만 계속 저를 설득하셨고 결국 아직까지 gp부대에서 복무하고 있습니다.. . 그러던 중 첫 휴가때 정신과에서 검사를 받아보니 우울증,. 강박증, 적응장애를 진단받았고 우울증의 경우 6개월 이상의 약물치료가 필요하다고 말씀하셨습니다.. . Gp부대 특성상 6개월 이상약물치료를 받는것은 힘들고,. 그렇다고 치료없이 군생활을 버티자니 우울증이 더 심해질까봐 솔직히 무섭습니다.. 치료를 위해 전출을 가더라도 전출까지의 대기시간(몇주)동안 부대내에 퍼질 소문과 손가락질이 두렵습니다.. . 이러한 상황에서 어떻게하는게 좋을까요...?"""
